Age,Gender,Relationship,Occasion,Budget,MaxBudget,Gift,Rating,Link,Image Link,Interest
20,Female,For Her,Birthday,500,10000,Levis E-Gift Card,3.866666667,https://www.amazon.in/dp/B01LTHN64E/ref=cm_gf_aaac_d_p0_e0_qd6_zq6mLSdVpbgBQW8UoNbl,https://m.media-amazon.com/images/I/51aZeRGRiYL._AC_SY164_.jpg,Shopping
28,Female,Friend,Friendship day,1300,8000,McDonald���s McCafe Gift Card -Pl,3.866666667,https://www.amazon.in/dp/B0987W3366/ref=cm_gf_aaac_d_p0_e0_qd7_oFzTEXUxYHyqHIBR3N5p,https://m.media-amazon.com/images/I/417ecY1tt9L._AC_SY164_.jpg,Food
26,Male,Daughter,Christmas,100,10000,ABSOLUTE BARBECUES E-Gift - Flat 6% off - Redeemable at AB's Dine-In Outlets,3.866666667,https://www.amazon.in/dp/B0BHXN2Z8R/ref=cm_gf_aaac_d_p0_e0_qd7_rdS75wLrVN0LsiByLE9j,https://m.media-amazon.com/images/I/41nkwXt5W0L._AC_SY164_.jpg,Food
56,Female,Mother,Diwali,250,2000,Prestige E-Gift Card - Flat 10% off - Redeemable in Stores and Online,3.866666667,https://www.amazon.in/dp/B01LTHN61M/ref=cm_gf_aaac_d_p0_e0_qd7_n2rUihHePKnqHzCMsdC4,https://m.media-amazon.com/images/I/41wFsGrafyL._AC_SY164_.jpg,Food
22,Male,Son,Christmas,250,5000,Jockey E-Gift Card - Flat 10% off,3.866666667,https://www.amazon.in/dp/B07VRQ9TC9/ref=cm_gf_aaac_d_p0_e0_qd7_ImwiiCldRQCkO0d1b5Kw,https://m.media-amazon.com/images/I/41R3bz480ZL._AC_SY164_.jpg,Fashion
44,Male,Colleague,Friendship day,250,1000,Reliance My Jio Store - E-Gift Card - Flat 1% Off - Redeemable in Stores,3.866666667,https://www.amazon.in/dp/B0B1MCHGF6/ref=cm_gf_aaac_d_p0_e0_qd7_W2sNndPQAzmyPcVorJCU,https://m.media-amazon.com/images/I/41h4ekoswAL._AC_SY164_.jpg,Technology
22,Female,Friend,Friendship day,500,1000,FBlue Tokai E-Gift Card,3.866666667,https://www.amazon.in/dp/B08MBVZF5W/ref=cm_gf_aaac_d_p0_e0_qd7_4uckURA006xbsKa4a2cE,https://m.media-amazon.com/images/I/41JMLbWiKdL._AC_SY164_.jpg,Food
25,Female,Colleague,Christmas,500,1000,Fabindia E-Gift Card - Flat 5% off - Redeemable in Stores,3.866666667,https://www.amazon.in/dp/B08VTJJ9NP/ref=cm_gf_aaac_d_p0_e0_qd7_dTYqeQ02PSuP9aNEfQ5y,https://m.media-amazon.com/images/I/41UNUVbYUYL._AC_SY164_.jpg,Shopping
28,Female,Sister,Birthday,500,10000,Wonderchef E-Gift Card - Flat 11% off - Redeemable online,3.866666667,https://www.amazon.in/dp/B0BVMC9ZPY/ref=cm_gf_aaac_d_p0_e0_qd7_msXPBRJGJgaKtr8c5kC6,https://m.media-amazon.com/images/I/41Y927ymCPL._AC_SY164_.jpg,Food
26,Female,Wife,Birthday,250,10000,FHimalaya - Digital Voucher,3.866666667,https://www.amazon.in/dp/B0186XEOYA/ref=cm_gf_aaac_d_p0_e0_qd7_fGChFwvfJ4pRSn5L7Dqw,https://m.media-amazon.com/images/I/31FJ-QrlbbL._AC_SY164_.jpg,Fashion
20,Female,For Her,Birthday,500,5000,The Body Shop E-Gift Card,3.866666667,https://www.amazon.in/dp/B083PC3P1B/ref=cm_gf_aaac_d_p0_e0_qd8_TLb6wVoeMZUgerpjzhrh,https://m.media-amazon.com/images/I/41mU7Qf9KML._AC_SY164_.jpg,Fashion
25,Male,Husband,New year,999,8000,HopInTown PLUS 1 Year Lifestyle Membership,3.866666667,https://www.amazon.in/dp/B08WSLFBZY/ref=cm_gf_aaac_d_p0_e0_qd8_IA73VkZS7eGyWvm0gR2G,https://m.media-amazon.com/images/I/41DhTXeia-L._AC_SY164_.jpg,Travel
28,Male,Husband,Diwali,500,5000,Flat 10% off at checkout || The Man Company E-Gift Card,3.866666667,https://www.amazon.in/dp/B07NP9ZFHF/ref=cm_gf_aaac_d_p0_e0_qd8_BANXzTRSY0UW0dIReBHR,https://m.media-amazon.com/images/I/41QHQU+BF0L._AC_SY164_.jpg,Fashion
30,Male,Husband,Christmas,500,1000,Cleartrip E-Gift Card - Flat 3% Off,3.866666667,https://www.amazon.in/dp/B0BYK17C3C/ref=cm_gf_aaac_d_p0_e0_qd8_Pco1UfKOIEr87uyPmmgl,https://m.media-amazon.com/images/I/41WL-l+PFyL._AC_SY164_.jpg,Travel
32,Female,Wife,Christmas,100,3000,Unlimited E-Gift Card - Flat 6% off -Redeemable at Outlets,3.866666667,https://www.amazon.in/dp/B0BNLFRXQX/ref=cm_gf_aaac_d_p0_e0_qd8_C59hrkgnGVkPvo63unuM,https://m.media-amazon.com/images/I/41dXcGMrEPL._AC_SY164_.jpg,Fashion
29,Male,Brother,New year,250,2000,Mainland China E-Gift Card - Flat 12% off - Redeemable in Stores,3.866666667,https://www.amazon.in/dp/B01F51W9Q6/ref=cm_gf_aaac_d_p0_e0_qd8_f2mISZp3SPNSOuYa92CV,https://m.media-amazon.com/images/I/51AGmvdB9DL._AC_SY164_.jpg,Food
26,Female,Sister,Raksha Bandan,1000,8008,Dominos Online E-Gift Card - Flat 5% off - Redeemable on website and on App,3.866666667,https://www.amazon.in/dp/B093L97B8P/ref=cm_gf_aaac_d_p0_e0_qd8_qkqylcHI1A9jnSc6bQIs,https://m.media-amazon.com/images/I/41fDz4vNtyS._AC_SY164_.jpg,Food
21,Female,For Her,Friendship day,250,5000,W For Woman Flat 10% off at checkout E-Gift Card,3.866666667,https://www.amazon.in/dp/B082PL2LPY/ref=cm_gf_aaac_d_p0_e0_qd8_yq5CPpQIxSvj6CHT50Ha,https://m.media-amazon.com/images/I/414e5TQpf1L._AC_SY164_.jpg,Fashion
26,Female,Sister,Raksha Bandan,500,10000,Flying Machine E-Gift Card - Flat 7% off - Redeemable Online,3.866666667,https://www.amazon.in/dp/B0BB45LBK8/ref=cm_gf_aaac_d_p0_e0_qd8_j2Osh2gee5nyVu6No2ST,https://m.media-amazon.com/images/I/41ijZuWRzCL._AC_SY164_.jpg,Shopping
34,Male,Husband,Anniversery,500,10000,Vistara E-Gift Card - Flat 7% off - Redeemable Online,3.866666667,https://www.amazon.in/dp/B09PCJHMQT/ref=cm_gf_aaac_d_p0_e0_qd8_7ZMnA5RYkT2Bh0AMmy8q,https://m.media-amazon.com/images/I/41O40KujAxL._AC_SY164_.jpg,Travel
22,Male,Friend,Friendship day,1000,4000,Barbeque Nation Non-Veg Buffet�� E-gift ,3.866666667,https://www.amazon.in/dp/B09SPPZ7GT/ref=cm_gf_aaac_d_p0_e0_qd8_3D3Umx8s7g52cumZp9Dt,https://m.media-amazon.com/images/I/41F-yU489tL._AC_SY164_.jpg,Food
31,Male,Boss,Diwali,250,1000,Helios E-Gift Card,3.866666667,https://www.amazon.in/dp/B07V6G9SDJ/ref=cm_gf_aaac_d_p0_e0_qd8_qOzRjJ1AhVRsZtHYxBJx,https://m.media-amazon.com/images/I/41L6Hfp3f1L._AC_SY164_.jpg,Shopping
28,Male,Colleague,Birthday,100,10000,JioSaavn 3 Months Subscription E-Gift Card,3.866666667,https://www.amazon.in/dp/B09GWP5YMG/ref=c28m_gf_aaac_d_p0_e0_qd8_6H6Ngvb913QWUaWxvvbE,https://m.media-amazon.com/images/I/411PIQDD0tL._AC_SY164_.jpg,Music
55,Female,Mother,Birthday,5000,10000,Marriott Bonvoy Flat 5% off at checkout E-Gift Card,3.866666667,https://www.amazon.in/dp/B08QX16T1C/ref=cm_gf_aaac_d_p0_e0_qd8_td86bniYDY1oxjYEe8Vj,https://m.media-amazon.com/images/I/41LurDrXQoL._AC_SY164_.jpg,Travel
22,Female,For Her,Diwali,250,5000,FAurelia E-Gift Card,3.866666667,https://www.amazon.in/dp/B0821JYCNS/ref=cm_gf_aaac_d_p0_e0_qd8_FMQkOdvc2LvrD8IBtU74,https://m.media-amazon.com/images/I/51TQhi87sCL._AC_SY164_.jpg,Shopping
54,Male,Father,Diwali,500,1000,Wakefit E-Giftcard - Redeemable online,3.866666667,https://www.amazon.in/dp/B08Q8ZKDMD/ref=cm_gf_aaac_d_p0_e0_qd8_EH9ha8eRfj28NTtMT0cw,https://m.media-amazon.com/images/I/41QCbd2kWpL._AC_SY164_.jpg,Health
54,Female,Mother,Diwali,500,1000,Wakefit E-Giftcard - Redeemable online,3.866666667,https://www.amazon.in/dp/B08Q8ZKDMD/ref=cm_gf_aaac_d_p0_e0_qd8_EH9ha8eRfj28NTtMT0cw,https://m.media-amazon.com/images/I/41QCbd2kWpL._AC_SY164_.jpg,Health
21,Female,Sister,Birthday,500,1000,Wakefit E-Giftcard - Redeemable online,3.866666667,https://www.amazon.in/dp/B08Q8ZKDMD/ref=cm_gf_aaac_d_p0_e0_qd8_EH9ha8eRfj28NTtMT0cw,https://m.media-amazon.com/images/I/41QCbd2kWpL._AC_SY164_.jpg,Health
27,Male,Brother,Birthday,500,1000,Wakefit E-Giftcard - Redeemable online,3.866666667,https://www.amazon.in/dp/B08Q8ZKDMD/ref=cm_gf_aaac_d_p0_e0_qd8_EH9ha8eRfj28NTtMT0cw,https://m.media-amazon.com/images/I/41QCbd2kWpL._AC_SY164_.jpg,Health
23,Male,For Her,Christmas,250,5000,FSpeedo E-Gift Card,3.866666667,https://www.amazon.in/dp/B07VQP24VZ/ref=cm_gf_aaac_d_p0_e0_qd8_AL1JgpIp9DVZDQzz5NZH,https://m.media-amazon.com/images/I/417mFCjd76L._AC_SY164_.jpg,Shopping
24,Female,For Her,New year,500,5000,The Body Shop E-Gift Card - Flat 2% off - Redeemable in Stores,3.866666667,https://www.amazon.in/dp/B0816Y2JL9/ref=cm_gf_aaac_d_p0_e0_qd8_usup6dz539Qj9gP2AsKX,https://m.media-amazon.com/images/I/41Ex2LBMrVL._AC_SY164_.jpg,Fashion
10,Male,Kids,Diwali,250,5000,Gini & Jony E-Gift Card,3.866666667,https://www.amazon.in/dp/B0821JDM1D/ref=cm_gf_aaac_d_p0_e0_qd9_6LnbupOhuCxGT2GzKXLn,https://m.media-amazon.com/images/I/41jYJdC48fL._AC_SY164_.jpg,Shopping
26,Female,Sister,Birthday,1000,10000,Van Heusen - Digital Voucher,3.866666667,https://www.amazon.in/dp/B0186XLS9O/ref=cm_gf_aaac_d_p0_e0_qd9_VeiaLMttg7R8XDauugth,https://m.media-amazon.com/images/I/41jzDX1RY2L._AC_SY164_.jpg,Shopping
31,Female,Wife,Anniversery,100,10000,Health & Glow E-Gift Card,3.866666667,https://www.amazon.in/dp/B08V9PSBQP/ref=cm_gf_aaac_d_p0_e0_qd9_gE9omjybtLmqHZmhrRgw,https://m.media-amazon.com/images/I/41vtU24IgzL._AC_SY164_.jpg,Sports
25,Male,Friend,Birthday,100,10000,Behrouz Biryani E-Gift Card - Flat 7% off - Redeemable Online,3.866666667,https://www.amazon.in/dp/B0BM29K2QD/ref=cm_gf_aaac_d_p0_e0_qd9_JFoulCyqrhJPbgA6fXUd,https://m.media-amazon.com/images/I/41W+ZnoWj5L._AC_SY164_.jpg,Food
32,Female,Colleague,New year,500,1000,EaseMyTrip Flat 3% off at checkout E-Gift Card,3.866666667,https://www.amazon.in/dp/B09M4DJM54/ref=cm_gf_aaac_d_p0_e0_qd9_I1ycz2mp6ReinttQmcmP,https://m.media-amazon.com/images/I/41ud9YqzafL._AC_SY164_.jpg,Travel
29,Male,Friend,Christmas,699,8000,FSonyLIV 6 Month E-Gift Card,3.866666667,https://www.amazon.in/dp/B09N7TQ25L/ref=cm_gf_aaac_d_p0_e0_qd9_N3GSiCnyp20bGsKQD3Gm,https://m.media-amazon.com/images/I/41Y6wOt6sHL._AC_SY164_.jpg,Movies
28,Female,Wife,Friendship day,250,5000,FBIBA E-Gift Card,3.866666667,https://www.amazon.in/dp/B0833MR3FT/ref=cm_gf_aaac_d_p0_e0_qd9_1FMnxgpYRBjc4uORD4L8,https://m.media-amazon.com/images/I/51bKB1fFBgL._AC_SY164_.jpg,Fashion
29,Male,Colleague,New year,100,3000,Cafe Coffee Day E-Gift Card - Flat 10% off - Redeemable at Outlets,3.866666667,https://www.amazon.in/dp/B08M4HH9YB/ref=cm_gf_aaac_d_p0_e0_qd9_Px8cCxkgdeW7tkXp7vTH,https://m.media-amazon.com/images/I/41mDVE1qMJL._AC_SY164_.jpg,Food
28,Female,Wife,Anniversery,3000,10000,Bodycraft - Digital Voucher,3.866666667,https://www.amazon.in/dp/B0796BPQHM/ref=cm_gf_aaac_d_p0_e0_qd9_5TUGzhbVn71xK4sXYgFm,https://m.media-amazon.com/images/I/41TUWpP212L._AC_SY164_.jpg,Fashion
50,Female,Wife,Diwali,100,2000,Home Centre Online Flat 6% off at checkout E-Gift Card,3.866666667,https://www.amazon.in/dp/B091CQW3PM/ref=cm_gf_aaac_d_p0_e0_qd4_cxYP6wtUan2A6L6nCLUG,https://m.media-amazon.com/images/I/41MUOAp93tL._AC_SY164_.jpg,Fashion
36,Female,Sister,Birthday,50,5000,Himalaya Digital Gift Card,3.866666667,https://www.flipkart.com/himalaya-digital-gift-card/p/itm1dd306d1000ff?pid=GVOGFVJGECJVHXPG&lid=LSTGVOGFVJGECJVHXPGEY5MZ8&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_1&otracker=dynamic_omu_infinite_Digital%2BBrand%2BGift%2BCards_3_1.dealCard.OMU_INFINITE_MKW42EJWV2GH&fm=organic&iid=805a8a0c-8b11-476c-8e73-7d43ddc132f8.GVOGFVJGECJVHXPG.SEARCH&ppt=browse&ppn=browse&ssid=20z4mdnsu80000001681638823501,https://rukminim1.flixcart.com/image/416/416/kn4xhu80/e-gift-voucher/f/j/l/open-himalaya-50-original-imagfvjgzmsrhbb7.jpeg?q=70,Health
37,Female,Wife,Anniversery,500,15000,wakefit Digital Gift Card,3.866666667,https://www.flipkart.com/wakefit-digital-gift-card/p/itm1ad550953523e?pid=GVOFZYU53QQSFAM7&lid=LSTGVOFZYU53QQSFAM7JU8ECW&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_5&otracker=dynamic_omu_infinite_Digital%2BBrand%2BGift%2BCards_3_1.dealCard.OMU_INFINITE_MKW42EJWV2GH&fm=organic&iid=805a8a0c-8b11-476c-8e73-7d43ddc132f8.GVOFZYU53QQSFAM7.SEARCH&ppt=browse&ppn=browse&ssid=20z4mdnsu80000001681638823501,https://rukminim1.flixcart.com/image/416/416/kkoc70w0/e-gift-voucher/9/s/x/open-wakefit-500-original-imafzyu5rc4xhdek.jpeg?q=70,Health
38,Male,Friend,Birthday,1000,2000,Apollo Pharmacy Digital Gift Card,3.866666667,https://www.flipkart.com/apollo-pharmacy-digital-gift-card/p/itm7aca473b7e1f2?pid=GVOFWF26GWDFUZYN&lid=LSTGVOFWF26GWDFUZYNIF60OH&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_9&otracker=dynamic_omu_infinite_Digital%2BBrand%2BGift%2BCards_3_1.dealCard.OMU_INFINITE_MKW42EJWV2GH&fm=organic&iid=805a8a0c-8b11-476c-8e73-7d43ddc132f8.GVOFWF26GWDFUZYN.SEARCH&ppt=browse&ppn=browse&ssid=20z4mdnsu80000001681638823501,https://rukminim1.flixcart.com/image/416/416/kg5fzww0/e-gift-voucher/f/m/p/open-apollo-pharmacy-10000-original-imafwfjqwsnwzaxf.jpeg?q=70,Health
39,Female,Colleague,New year,1499,5000,Hello Verify Digital Gift Card,3.866666667,https://www.flipkart.com/hello-verify-digital-gift-card/p/itm308f360d7d86b?pid=GVOG4BGS62VSRVEE&lid=LSTGVOG4BGS62VSRVEED3XSX1&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_13&otracker=dynamic_omu_infinite_Digital%2BBrand%2BGift%2BCards_3_1.dealCard.OMU_INFINITE_MKW42EJWV2GH&fm=organic&iid=805a8a0c-8b11-476c-8e73-7d43ddc132f8.GVOG4BGS62VSRVEE.SEARCH&ppt=browse&ppn=browse&ssid=20z4mdnsu80000001681638823501,https://rukminim1.flixcart.com/image/416/416/kqb8pzk0/e-gift-voucher/1/2/o/open-hello-verify-1499-original-imag4cm3ctzwurhg.jpeg?q=70,Health
40,Male,Friend,Christmas,1000,2000,Apollo Pharmacy Digital Gift Card,3.866666667,https://www.flipkart.com/apollo-pharmacy-digital-gift-card/p/itm88aba4d1d3795?pid=GVOFWF294ZYRVWZC&lid=LSTGVOFWF294ZYRVWZCXEP39Y&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_17&otracker=dynamic_omu_infinite_Digital%2BBrand%2BGift%2BCards_3_1.dealCard.OMU_INFINITE_MKW42EJWV2GH&fm=organic&iid=805a8a0c-8b11-476c-8e73-7d43ddc132f8.GVOFWF294ZYRVWZC.SEARCH&ppt=browse&ppn=browse&ssid=20z4mdnsu80000001681638823501,https://rukminim1.flixcart.com/image/416/416/kg5fzww0/e-gift-voucher/f/m/p/open-apollo-pharmacy-10000-original-imafwfjqwsnwzaxf.jpeg?q=70,Health
41,Female,Wife,Friendship day,500,10000,AANVII Hearing Digital Gift Card,3.866666667,https://www.flipkart.com/aanvii-hearing-digital-gift-card/p/itmebe6b630cdf8e?pid=GVOGYGGCPP4XGZGH&lid=LSTGVOGYGGCPP4XGZGHMEDSJW&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_21&otracker=dynamic_omu_infinite_Digital%2BBrand%2BGift%2BCards_3_1.dealCard.OMU_INFINITE_MKW42EJWV2GH&fm=organic&iid=805a8a0c-8b11-476c-8e73-7d43ddc132f8.GVOGYGGCPP4XGZGH.SEARCH&ppt=browse&ppn=browse&ssid=20z4mdnsu80000001681638823501,https://rukminim1.flixcart.com/image/416/416/klb78nk0/e-gift-voucher/k/x/e/open-aanvii-hearing-500-original-imagyggbh3uyg64b.jpeg?q=70,Health
42,Male,Colleague,New year,50,10000,Himalaya Digital Gift Card,3.866666667,https://www.flipkart.com/himalaya-digital-gift-card/p/itm4546353b16f52?pid=GVOGFVJNGHV5AFG9&lid=LSTGVOGFVJNGHV5AFG9MH65FT&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_25&otracker=dynamic_omu_infinite_Digital%2BBrand%2BGift%2BCards_3_1.dealCard.OMU_INFINITE_MKW42EJWV2GH&fm=organic&iid=805a8a0c-8b11-476c-8e73-7d43ddc132f8.GVOGFVJNGHV5AFG9.SEARCH&ppt=browse&ppn=browse&ssid=20z4mdnsu80000001681638823501,https://rukminim1.flixcart.com/image/416/416/kn4xhu80/e-gift-voucher/f/j/l/open-himalaya-50-original-imagfvjgzmsrhbb7.jpeg?q=70,Health
43,Female,Wife,Anniversery,1999,10000,cure.fit - 6 Months Subscription Digital Gift Card,4.7,https://www.flipkart.com/cure-fit-6-months-subscription-digital-gift-card/p/itm4820634e3d8f9?pid=GVOGY824VUJW7YCS&lid=LSTGVOGY824VUJW7YCSSATQ85&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_18&otracker=dynamic_omu_infinite_Digital%2BBrand%2BGift%2BCards_3_1.dealCard.OMU_INFINITE_MKW42EJWV2GH&fm=organic&iid=805a8a0c-8b11-476c-8e73-7d43ddc132f8.GVOGY824VUJW7YCS.SEARCH&ppt=browse&ppn=browse&ssid=20z4mdnsu80000001681638823501,https://rukminim1.flixcart.com/image/416/416/kkzrpu80/e-gift-voucher/x/i/b/open-cure-fit-3-months-subscription-1299-original-imagy8fzwgysgqze.jpeg?q=70,Health
44,Female,Friend,Birthday,910,10000,CureFit-Discount Voucher Digital Gift Card,4.7,https://www.flipkart.com/curefit-discount-voucher-digital-gift-card/p/itma21b845006324?pid=GVOGY82GFHZDAQB8&lid=LSTGVOGY82GFHZDAQB87CBKET&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_7&otracker=dynamic_omu_infinite_Digital%2BBrand%2BGift%2BCards_3_1.dealCard.OMU_INFINITE_MKW42EJWV2GH&fm=organic&iid=805a8a0c-8b11-476c-8e73-7d43ddc132f8.GVOGY82GFHZDAQB8.SEARCH&ppt=browse&ppn=browse&ssid=20z4mdnsu80000001681638823501,https://rukminim1.flixcart.com/image/416/416/kkzrpu80/e-gift-voucher/x/i/b/open-cure-fit-3-months-subscription-1299-original-imagy8fzwgysgqze.jpeg?q=70,Health
32,Female,Wife,Diwali,100,3000,Unlimited E-Gift Card - Flat 6% off -Redeemable at Outlets,4.7,https://www.amazon.in/dp/B0BNLFRXQX/ref=cm_gf_aaac_d_p0_e0_qd8_C59hrkgnGVkPvo63unuM,https://m.media-amazon.com/images/I/41dXcGMrEPL._AC_SY164_.jpg,Fashion
45,Female,Wife,Friendship day,500,10000,Joyalukkas Gold E-Gift Card - Flat 2% off - Redeemable at Showroom,4.7,https://www.amazon.in/dp/B07VTW48Z2/ref=cm_gf_aaac_d_p0_e0_qd0_L6N3WkA4qFrbjNa2lOGj,https://m.media-amazon.com/images/I/51YegffcPgL._AC_SY164_.jpg,Fashion
33,Male,Friend,Birthday,500,10000,World of Titan - Digital Voucher,4.6,https://www.amazon.in/dp/B07F1TTQGP/ref=cm_gf_aaac_d_p0_e0_qd0_NJRCmgP6684pyssFXhXa,https://m.media-amazon.com/images/I/41jMPOTzwDL._AC_SY164_.jpg,Fashion
33,Male,Friend,Birthday,500,10000,World of Titan - Digital Voucher,4.6,https://www.amazon.in/dp/B07F1TTQGP/ref=cm_gf_aaac_d_p0_e0_qd0_NJRCmgP6684pyssFXhXa,https://m.media-amazon.com/images/I/41jMPOTzwDL._AC_SY164_.jpg,Fashion
33,Male,Friend,Birthday,500,10000,World of Titan - Digital Voucher,4.6,https://www.amazon.in/dp/B07F1TTQGP/ref=cm_gf_aaac_d_p0_e0_qd0_NJRCmgP6684pyssFXhXa,https://m.media-amazon.com/images/I/41jMPOTzwDL._AC_SY164_.jpg,Fashion
68,Female,Wife,New year,500,10000,Joyalukkas Gold E-Gift Card - Flat 2% off - Redeemable at Showroom,4.7,https://www.amazon.in/dp/B07VTW48Z2/ref=cm_gf_aaac_d_p0_e0_qd0_L6N3WkA4qFrbjNa2lOGj,https://m.media-amazon.com/images/I/51YegffcPgL._AC_SY164_.jpg,Fashion
44,Female,Wife,New year,250,10000,MyGlamm E-Gift Card- Flat 14% off - Redeemable Online,4.7,https://www.amazon.in/dp/B09MVBCQMD/ref=cm_gf_aaac_d_p0_e0_qd5_DV952Y7Aalg7VJGhnjW7,https://m.media-amazon.com/images/I/41dLylGyozL._AC_SY164_.jpg,Fashion
49,Female,Wife,Diwali,250,10000,MyGlamm E-Gift Card- Flat 14% off - Redeemable Online,4.7,https://www.amazon.in/dp/B09MVBCQMD/ref=cm_gf_aaac_d_p0_e0_qd5_DV952Y7Aalg7VJGhnjW7,https://m.media-amazon.com/images/I/41dLylGyozL._AC_SY164_.jpg,Fashion
29,Female,Sister,Christmas,100,10000,Myntra E-Gift Card - Flat 5% off - Redeemable Online,4.6,https://www.amazon.in/dp/B0B46K5TP2/ref=cm_gf_aaac_d_p0_e0_qd0_qI1pSDR8a0BOKweUMG9q,https://m.media-amazon.com/images/I/41ivYwRqnyL._AC_SY164_.jpg,Shopping
10,Female,Kids,Diwali,250,5000,Gini & Jony E-Gift Card,3.5,https://www.amazon.in/dp/B0821JDM1D/ref=cm_gf_aaac_d_p0_e0_qd9_6LnbupOhuCxGT2GzKXLn,https://m.media-amazon.com/images/I/41jYJdC48fL._AC_SY164_.jpg,Shopping
49,Female,Sister,Friendship day,100,10000,Myntra E-Gift Card - Flat 5% off - Redeemable Online,4.6,https://www.amazon.in/dp/B0B46K5TP2/ref=cm_gf_aaac_d_p0_e0_qd0_qI1pSDR8a0BOKweUMG9q,https://m.media-amazon.com/images/I/41ivYwRqnyL._AC_SY164_.jpg,Shopping
10,Female,Kids,Diwali,250,5000,Gini & Jony E-Gift Card,4.6,https://www.amazon.in/dp/B0821JDM1D/ref=cm_gf_aaac_d_p0_e0_qd9_6LnbupOhuCxGT2GzKXLn,https://m.media-amazon.com/images/I/41jYJdC48fL._AC_SY164_.jpg,Shopping
4,Female,Kids,Diwali,250,5000,Gini & Jony E-Gift Card,4.6,https://www.amazon.in/dp/B0821JDM1D/ref=cm_gf_aaac_d_p0_e0_qd9_6LnbupOhuCxGT2GzKXLn,https://m.media-amazon.com/images/I/41jYJdC48fL._AC_SY164_.jpg,Shopping
8,Female,Kids,Diwali,250,5000,Gini & Jony E-Gift Card,4.6,https://www.amazon.in/dp/B0821JDM1D/ref=cm_gf_aaac_d_p0_e0_qd9_6LnbupOhuCxGT2GzKXLn,https://m.media-amazon.com/images/I/41jYJdC48fL._AC_SY164_.jpg,Shopping
14,Female,Sister,Anniversery,100,10000,Myntra E-Gift Card - Flat 5% off - Redeemable Online,4.6,https://www.amazon.in/dp/B0B46K5TP2/ref=cm_gf_aaac_d_p0_e0_qd0_qI1pSDR8a0BOKweUMG9q,https://m.media-amazon.com/images/I/41ivYwRqnyL._AC_SY164_.jpg,Shopping
10,Female,Kids,Diwali,250,5000,Gini & Jony E-Gift Card,4.6,https://www.amazon.in/dp/B0821JDM1D/ref=cm_gf_aaac_d_p0_e0_qd9_6LnbupOhuCxGT2GzKXLn,https://m.media-amazon.com/images/I/41jYJdC48fL._AC_SY164_.jpg,Shopping
66,Female,Sister,New year,100,10000,Myntra E-Gift Card - Flat 5% off - Redeemable Online,4.6,https://www.amazon.in/dp/B0B46K5TP2/ref=cm_gf_aaac_d_p0_e0_qd0_qI1pSDR8a0BOKweUMG9q,https://m.media-amazon.com/images/I/41ivYwRqnyL._AC_SY164_.jpg,Shopping
10,Female,Kids,Birthday,250,5000,Gini & Jony E-Gift Card,4.6,https://www.amazon.in/dp/B0821JDM1D/ref=cm_gf_aaac_d_p0_e0_qd9_6LnbupOhuCxGT2GzKXLn,https://m.media-amazon.com/images/I/41jYJdC48fL._AC_SY164_.jpg,Shopping
49,Female,Sister,Raksha Bandan,1000,2000,Jack & Jones E-Gift Card - Flat 10% off - Redeemable in Stores,4.6,https://www.amazon.in/dp/B01F523JQY/ref=cm_gf_aaac_d_p0_e0_qd4_NYT9Jq1Bq7xSxxYBnI90,https://m.media-amazon.com/images/I/51NV8-bXvkL._AC_SY164_.jpg,Fashion
28,Female,Sister,Christmas,1000,2000,Jack & Jones E-Gift Card - Flat 10% off - Redeemable in Stores,4.6,https://www.amazon.in/dp/B01F523JQY/ref=cm_gf_aaac_d_p0_e0_qd4_NYT9Jq1Bq7xSxxYBnI90,https://m.media-amazon.com/images/I/51NV8-bXvkL._AC_SY164_.jpg,Fashion
39,Female,Sister,Friendship day,1000,2000,Jack & Jones E-Gift Card - Flat 10% off - Redeemable in Stores,4.6,https://www.amazon.in/dp/B01F523JQY/ref=cm_gf_aaac_d_p0_e0_qd4_NYT9Jq1Bq7xSxxYBnI90,https://m.media-amazon.com/images/I/51NV8-bXvkL._AC_SY164_.jpg,Fashion
42,Female,Sister,Anniversery,1000,2000,Jack & Jones E-Gift Card - Flat 10% off - Redeemable in Stores,4.6,https://www.amazon.in/dp/B01F523JQY/ref=cm_gf_aaac_d_p0_e0_qd4_NYT9Jq1Bq7xSxxYBnI90,https://m.media-amazon.com/images/I/51NV8-bXvkL._AC_SY164_.jpg,Fashion
50,Female,Sister,Diwali,1000,2000,Jack & Jones E-Gift Card - Flat 10% off - Redeemable in Stores,4.6,https://www.amazon.in/dp/B01F523JQY/ref=cm_gf_aaac_d_p0_e0_qd4_NYT9Jq1Bq7xSxxYBnI90,https://m.media-amazon.com/images/I/51NV8-bXvkL._AC_SY164_.jpg,Fashion
